      6.8400      0.3950      0.6620
      6.9700      0.3910      0.6570
      7.0400      0.3860      0.6520
      6.6700      0.3840      0.6490
      7.5000      0.3560      0.6190
      9.0100      0.3270      0.6320
      9.5500      0.3200      0.6200
      9.9400      0.3150      0.6130
     10.3000      0.3090      0.6090
     10.8000      0.3040      0.6010
     11.2000      0.2970      0.5940
     11.7000      0.2930      0.5860
     12.1000      0.2880      0.5790
     12.7000      0.2840      0.5710
     13.2000      0.2790      0.5640
     13.8000      0.2740      0.5560
     14.3000      0.2700      0.5490
     15.0000      0.2660      0.5420
     15.6000      0.2630      0.5350
     16.3000      0.2590      0.5280
     17.1000      0.2530      0.5180
     17.8000      0.2490      0.5110
     18.6000      0.2460      0.5050
     19.5000      0.2420      0.4980
     20.4000      0.2390      0.4920
     21.3000      0.2360      0.4860
     22.3000      0.2330      0.4800
     23.3000      0.2300      0.4740
     24.5000      0.2270      0.4680
     25.6000      0.2240      0.4620
     26.9000      0.2210      0.4570
     28.2000      0.2190      0.4520
     29.5000      0.2160      0.4470
     31.0000      0.2140      0.4420
     32.4000      0.2110      0.4370
     34.0000      0.2090      0.4320
     35.6000      0.2070      0.4270
     37.2000      0.2040      0.4230
     38.8000      0.2020      0.4180
     40.5000      0.2000      0.4140
     42.1000      0.1990      0.4100
     43.7000      0.1970      0.4070
     45.4000      0.1950      0.4030
     47.0000      0.1930      0.3990
     48.7000      0.1910      0.3950
     50.5000      0.1900      0.3920
     52.2000      0.1880      0.3880
     54.0000      0.1860      0.3850
     55.8000      0.1850      0.3820
     57.7000      0.1840      0.3780
     59.5000      0.1820      0.3760
     61.4000      0.1810      0.3730
     63.3000      0.1800      0.3710
     64.9000      0.1800      0.3710
     66.2000      0.1810      0.3730
     67.3000      0.1840      0.3790
     68.0000      0.1880      0.3860
     68.2000      0.1950      0.4000
     68.3000      0.2030      0.4170
     68.5000      0.2230      0.4550
     68.8000      0.2330      0.4750
     69.3000      0.2430      0.4950
     70.2000      0.2530      0.5140
     71.5000      0.2620      0.5300
     73.1000      0.2700      0.5440
     75.1000      0.2760      0.5550
     77.5000      0.2800      0.5620
     80.3000      0.2830      0.5660
     83.4000      0.2840      0.5680
     86.8000      0.2840      0.5670
     90.6000      0.2830      0.5630
     94.7000      0.2810      0.5570
     99.1000      0.2770      0.5490
    104.0000      0.2740      0.5400
    109.0000      0.2690      0.5300
    114.0000      0.2650      0.5200
    119.0000      0.2600      0.5100
    125.0000      0.2560      0.5010
    130.0000      0.2520      0.4940
    134.0000      0.2490      0.4880
    138.0000      0.2480      0.4870
    142.0000      0.2500      0.4900
    145.0000      0.2510      0.4930
    148.0000      0.2520      0.4970
    151.0000      0.2550      0.5030
    154.0000      0.2560      0.5060
    157.0000      0.2570      0.5090
    159.0000      0.2560      0.5070
    160.0000      0.2560      0.5070
    162.0000      0.2530      0.4990
    163.0000      0.2470      0.4870
    164.0000      0.2420      0.4750
    163.0000      0.2350      0.4590
    162.0000      0.2330      0.4530
    161.0000      0.2340      0.4560
    160.0000      0.2340      0.4560
    159.0000      0.2310      0.4490
    158.0000      0.2290      0.4430
    157.0000      0.2260      0.4370
    156.0000      0.2250      0.4320
    155.0000      0.2260      0.4350
    154.0000      0.2240      0.4300
    153.0000      0.2240      0.4290
    152.0000      0.2240      0.4270
    151.0000      0.2240      0.4270
    150.0000      0.2240      0.4260
    149.0000      0.2250      0.4270
    148.0000      0.2250      0.4270
    147.0000      0.2250      0.4260
    146.0000      0.2260      0.4270
    145.0000      0.2270      0.4290
    144.0000      0.2270      0.4280
    143.0000      0.2270      0.4280
    142.0000      0.2270      0.4280
    141.0000      0.2280      0.4270
    139.0000      0.2290      0.4290
    138.0000      0.2290      0.4290
    136.0000      0.2290      0.4290
    135.0000      0.2300      0.4300
    133.0000      0.2310      0.4310
    132.0000      0.2310      0.4310
    130.0000      0.2310      0.4320
    129.0000      0.2310      0.4320
    127.0000      0.2320      0.4330
    126.0000      0.2310      0.4310
    124.0000      0.2300      0.4300
    123.0000      0.2290      0.4270
    121.0000      0.2270      0.4250
    120.0000      0.2260      0.4220
    118.0000      0.2240      0.4200
    117.0000      0.2210      0.4150
    116.0000      0.2190      0.4110
    115.0000      0.2160      0.4060
    114.0000      0.2120      0.4000
    113.0000      0.2080      0.3940
    112.0000      0.2040      0.3870
    111.0000      0.1990      0.3790
    110.0000      0.1940      0.3700
    109.0000      0.1870      0.3600
    108.0000      0.1730      0.3350
    109.0000      0.1340      0.2670
    108.0000      0.1130      0.2280
    107.0000      0.1160      0.2420
    104.0000      0.1140      0.2380
    100.0000      0.1130      0.2370
     96.6000      0.1140      0.2390
     92.5000      0.1160      0.2430
     88.5000      0.1180      0.2470
     84.7000      0.1200      0.2510
     81.1000      0.1220      0.2560
     77.6000      0.1240      0.2610
     74.3000      0.1270      0.2660
     71.0000      0.1290      0.2710
     68.0000      0.1310      0.2760
     65.0000      0.1340      0.2810
     62.3000      0.1360      0.2860
     59.6000      0.1390      0.2910
     57.2000      0.1410      0.2960
     54.8000      0.1430      0.3000
     52.6000      0.1450      0.3040
     50.3000      0.1460      0.3080
     48.1000      0.1480      0.3120
     46.0000      0.1500      0.3150
     43.8000      0.1510      0.3190
     41.9000      0.1530      0.3220
     40.0000      0.1550      0.3250
     38.2000      0.1560      0.3290
     36.4000      0.1580      0.3320
     35.1000      0.1590      0.3350
     34.4000      0.1550      0.3240
     32.0000      0.1580      0.3310
     30.0000      0.1660      0.3480
     28.8000      0.1720      0.3610
     28.9000      0.1710      0.3590
     28.6000      0.1710      0.3590
     29.4000      0.1690      0.3550
     30.6000      0.1660      0.3480
     32.0000      0.1620      0.3400
     33.3000      0.1580      0.3330
     34.7000      0.1550      0.3250
     36.5000      0.1510      0.3170
     38.7000      0.1470      0.3080
     41.0000      0.1430      0.3000
     43.6000      0.1390      0.2910
     46.3000      0.1350      0.2830
     49.2000      0.1310      0.2760
     52.2000      0.1280      0.2680
     55.2000      0.1250      0.2620
     58.3000      0.1220      0.2550
     61.3000      0.1190      0.2500
     64.4000      0.1170      0.2440
     67.5000      0.1140      0.2390
     70.7000      0.1120      0.2340
     74.1000      0.1100      0.2300
     77.6000      0.1070      0.2250
     81.1000      0.1050      0.2200
     84.7000      0.1030      0.2160
     88.4000      0.1020      0.2120
     92.3000      0.0997      0.2080
     96.2000      0.0982      0.2050
    100.0000      0.0968      0.2020
    104.0000      0.0959      0.2000
    107.0000      0.0958      0.2000
    110.0000      0.0966      0.2010
    112.0000      0.0987      0.2050
    113.0000      0.1150      0.2370
    114.0000      0.1550      0.3130
    116.0000      0.1620      0.3260
    118.0000      0.1680      0.3370
    121.0000      0.1730      0.3460
    124.0000      0.1770      0.3540
    127.0000      0.1810      0.3610
    129.0000      0.1850      0.3680
    131.0000      0.1900      0.3790
    133.0000      0.1940      0.3870
    134.0000      0.1960      0.3900
    135.0000      0.1960      0.3890
    134.0000      0.1880      0.3720
    132.0000      0.1850      0.3670
    130.0000      0.1840      0.3660
    128.0000      0.1890      0.3770
    127.0000      0.2020      0.4070
    128.0000      0.2150      0.4350
    130.0000      0.2250      0.4600
    131.0000      0.2350      0.4810
    133.0000      0.2440      0.5020
    135.0000      0.2530      0.5240
    138.0000      0.2610      0.5440
    140.0000      0.2700      0.5650
    142.0000      0.2780      0.5860
    144.0000      0.2870      0.6080
    147.0000      0.2950      0.6300
    149.0000      0.3040      0.6540
    151.0000      0.3130      0.6780
    154.0000      0.3210      0.7020
    156.0000      0.3300      0.7280
    159.0000      0.3390      0.7540
    162.0000      0.3470      0.7800
    165.0000      0.3560      0.8080
    167.0000      0.3650      0.8360
    170.0000      0.3730      0.8640
    173.0000      0.3810      0.8900
    176.0000      0.3890      0.9190
    180.0000      0.3980      0.9510
    183.0000      0.4060      0.9830
    186.0000      0.4140      1.0100
    190.0000      0.4220      1.0400
    193.0000      0.4300      1.0800
    196.0000      0.4390      1.1200
    200.0000      0.4460      1.1500
    203.0000      0.4540      1.1800
    207.0000      0.4610      1.2200
    211.0000      0.4690      1.2600
    214.0000      0.4770      1.3000
    218.0000      0.4850      1.3400
    222.0000      0.4910      1.3800
    226.0000      0.4980      1.4200
    230.0000      0.5030      1.4500
    233.0000      0.5100      1.4900
    237.0000      0.5170      1.5400
    241.0000      0.5210      1.5700
    245.0000      0.5270      1.6100
