     13.0000      0.3670      0.6470
     13.2000      0.3650      0.6440
     13.3000      0.3630      0.6420
     13.4000      0.3600      0.6390
     13.6000      0.3580      0.6360
     13.7000      0.3560      0.6330
     13.9000      0.3530      0.6300
     14.0000      0.3500      0.6270
     14.2000      0.3480      0.6240
     14.3000      0.3450      0.6210
     14.4000      0.3420      0.6180
     14.3000      0.3380      0.6140
     14.0000      0.3370      0.6140
     13.7000      0.3370      0.6140
     13.4000      0.3370      0.6150
     13.2000      0.3360      0.6150
     12.9000      0.3350      0.6150
     12.8000      0.3350      0.6140
     12.7000      0.3340      0.6130
     12.5000      0.3320      0.6120
     12.4000      0.3300      0.6100
     12.3000      0.3270      0.6090
     12.2000      0.3240      0.6100
     12.5000      0.3090      0.6520
     12.6000      0.3070      0.6580
     12.9000      0.3030      0.6590
     13.2000      0.3000      0.6580
     13.5000      0.2960      0.6560
     13.9000      0.2910      0.6510
     14.2000      0.2870      0.6460
     14.6000      0.2820      0.6400
     15.1000      0.2780      0.6340
     15.5000      0.2730      0.6280
     15.9000      0.2690      0.6210
     16.4000      0.2650      0.6140
     16.8000      0.2610      0.6080
     17.3000      0.2560      0.6010
     17.8000      0.2520      0.5940
     18.3000      0.2480      0.5870
     18.8000      0.2440      0.5800
     19.3000      0.2410      0.5740
     19.9000      0.2370      0.5670
     20.4000      0.2330      0.5610
     21.0000      0.2290      0.5540
     21.6000      0.2260      0.5480
     22.1000      0.2220      0.5420
     22.8000      0.2190      0.5350
     23.4000      0.2150      0.5290
     24.1000      0.2120      0.5230
     24.7000      0.2090      0.5170
     25.4000      0.2060      0.5110
     26.2000      0.2020      0.5050
     26.9000      0.1990      0.4990
     27.7000      0.1960      0.4930
     28.5000      0.1930      0.4870
     29.3000      0.1900      0.4820
     30.1000      0.1880      0.4760
     31.0000      0.1850      0.4700
     31.8000      0.1820      0.4650
     32.7000      0.1790      0.4590
     33.7000      0.1770      0.4540
     34.9000      0.1730      0.4460
     36.1000      0.1690      0.4370
     37.4000      0.1660      0.4280
     38.8000      0.1620      0.4200
     40.3000      0.1580      0.4110
     41.9000      0.1540      0.4010
     43.6000      0.1500      0.3900
     45.4000      0.1450      0.3800
     47.3000      0.1410      0.3690
     49.3000      0.1360      0.3570
     51.4000      0.1320      0.3460
     53.4000      0.1270      0.3350
     54.8000      0.1240      0.3260
